Unique Sample Identifier (YYMMDD-XXXXX),Site Code,Day,Sample Site,Trip (YYYY-WW) - WW= Week #,Year/ Month,Month/Day,Sample Date,Season,Sample Date,Sample Time,Weather (1=sunny 2-cloudy 3=raining),Tidal Conditions 1=high 2=medium (ebb) 3=medium (flood) 4=low,"Current Direction (1=still, 2=L to R, 3=R to L, 4=towards, 5=Away)",Wind Speed,Rainfall 24 hrs (inches),Rainfall 3 days (inches),Rainfall Past Week (inches),Water Temp C,DO%,DO mg/L,Salinity ppt,Turb NTU,Chl RFU,Chl ug/L,MPN,Exceedance,
230829-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch,2023,23-08,,23-08-29,Wet,8/29/2023,10:57 AM,1,2,3,SSE 17 Gust 24,,,,31.15,70.5,4.73,18.24,0.61,0.83,3.31,86,Fail,"floating veg, some garbage, water taxi went by"
230829-SBR3,SBR,Tuesday,Sandbar,2023,23-08,,23-08-29,Wet,8/29/2023,10:20 AM,2,2,2,SSE 15,,,,31.139,77.7,5.37,13.1,0.47,0.57,2.19,108,Fail,"8th street, fishy smell, guy cleaning yacht, brown"
230829-SPB,SP,Tuesday,Sunrise Paddleboards,2023,23-08,,23-08-29,Wet,8/29/2023,10:14 AM,2,2,2,SE 16,,,,30.718,48.2,3.52,3.69,0.95,0.96,3.86,134,Fail,"igaunas in area, floating veg, some garbage, breezy"
230829-SWP,SWP,Tuesday,Sweeting Park,2023,23-08,,23-08-29,Wet,8/29/2023,11:21 AM,1,2,3,SSE 15,,,,29.687,56.1,4.26,0.21,1.83,4.5,18,457,Fail,"big log, plastic + veg, dark color"
230905-ABP,ABP,Tuesday,Annie Beck Park,2023,23-09,,23-09-05,Wet,9/5/2023,10:37 AM,1,3,3,ESE 10,,,,30.699,72.1,5.02,12.61,0.66,8.84,3.35,31,,"slight breeze, lawn mower in use at ABP, fish, floating veg"
230905-CH,CH,Tuesday,Coontie Hatchee Park,2023,23-09,,23-09-05,Wet,9/5/2023,11:55 AM,1,3,2,NE 9,,,,31.86,84.4,5.95,2.5,0.63,1.54,6.61,63,,"litter, veg, green algae, floaty, clear, greenish"
230905-CL,CLP,Tuesday,Cooley's Landing,2023,23-09,,23-09-05,Wet,9/5/2023,11:33 AM,1,3,2,NE 9,,,,31.12,68.7,5,3.65,0.67,1.32,5.71,84,Fail,"blue-green algae, ducks, litter, veg, boat activity, dark, murky"
230905-LS,LS,Tuesday,Lake Sylvia,2023,23-09,,23-09-05,Wet,9/5/2023,10:50 AM,1,3,4,ESE 10,,,,29.89,93.3,5.9,32.78,0.53,0.21,0.99,5,,"coconuts, litter, dark, clear"
230905-MRD,MRD,Tuesday,Middle River Dock,2023,23-09,,23-09-05,Wet,9/5/2023,11:45 AM,1,3,2,E 9,,,,29.462,57.5,4.35,1.56,1.4,3.87,15.48,97,Fail,"fish, poop on dock, floating veg, grainy dumps on surface"
230905-MRGE,MRGE,Tuesday,Middle River George English,2023,23-09,,23-09-05,Wet,9/5/2023,11:16 AM,1,,3,NE 9,,,,30.622,81.5,5.53,17.86,0.41,0.65,2.62,5,,"some garbage on shore, fish, bits floating veg, relatively calm"
230905-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch,2023,23-09,,23-09-05,Wet,9/5/2023,11:02 AM,1,3,3,NE 9,,,,30.093,81.6,5.49,20.99,0.47,0.81,3.23,10,,"bits floating veg, barely any current, water taxi went by"
230905-SBR2,SBR,Tuesday,Sandbar,2023,23-09,,23-09-05,Wet,9/5/2023,11:08 AM,1,3,2,NE 9,,,,30.34,97.1,6.48,21.65,1.89,0.72,3.17,5,,"brown, clear"
230905-SPB,SP,Tuesday,Sunrise Paddleboards,2023,23-09,,23-09-05,Wet,9/5/2023,11:29 AM,1,3,2,E 9,,,,30.392,61.6,4.33,11.9,0.33,0.66,2.64,10,,"fish, floating veg, iguana in area, bird feather on water, guy hosing boat down to right"
230905-SWP,SWP,Tuesday,Sweeting Park,2023,23-09,,23-09-05,Wet,9/5/2023,12:18 PM,1,3,2,ESE 12,,,,29.24,49.1,3.76,0.44,1.2,3.11,13.27,41,,"veg, coconuts, litter, ducks, iguanas, dark, murky"
230912-ABP,ABP,Tuesday,Annie Beck Park,2023,23-09,,23-09-12,Wet,9/12/2023,10:10 AM,1,2,2,N 4,,,,31.167,74.8,5.08,15.94,0.64,0.8,3.22,20,,"2 people fishing to right, fish, floating veg, relatively calm"
230912-CH,CH,Tuesday,Coontie Hatchee Park,2023,23-09,,23-09-12,Wet,9/12/2023,9:35 AM,1,2,3,NNE 6,,,,31.729,68.7,4.97,2.59,0.62,0.9,3.53,41,,"green/brown, veg, plastic, boat activity"
230912-CLP,CLP,Tuesday,Cooley's Landing,2023,23-09,,23-09-12,Wet,9/12/2023,9:20 AM,2,2,3,NNE 6,,,,31.362,68.8,4.89,7.18,0.54,0.8,3.12,52,,"feathers, veg, dark"
230912-LS,LS,Tuesday,Lake Sylvia,2023,23-09,,23-09-12,Wet,9/12/2023,8:45 AM,2,2,2,N 5,,,,30.801,83,5.4,25.1,0.49,0.4,1.51,20,,"high water level, some fish & veg, dark"
230912-MRD,MRD,Tuesday,Middle River Dock,2023,23-09,,23-09-12,Wet,9/12/2023,11:17 AM,1,2,2,ENE 8,,,,30.228,34.4,2.57,1.32,1.04,2.35,9.41,98,Fail,"duck poop on dock, iguanas in area, duck in water to left, floating veg"
230912-MRGE,MRGE,Tuesday,Middle River George English,2023,23-09,,23-09-12,Wet,9/12/2023,10:45 AM,1,2,2,N 4,,,,31.282,64.7,4.4,15.23,0.37,0.69,2.77,20,,"relatively calm, couple iguanas in area, some fish, bits floating veg"
230912-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch,2023,23-09,,23-09-12,Wet,9/12/2023,10:32 AM,1,2,3,N 4,,,,31.224,72.8,4.77,22.45,0.95,0.65,2.6,31,,"floating veg, relatively calm, swift current"
230912-SBR2,SBR,Tuesday,Sandbar,2023,23-09,,23-09-12,Wet,9/12/2023,9:00 AM,2,2,3,NNE 6,,,,30.925,78,5.22,19.24,0.44,0.53,2.04,30,,"lots of fish, boat discharge"
230912-SPB,SP,Tuesday,Sunrise Paddleboards,2023,23-09,,23-09-12,Wet,9/12/2023,11:02 AM,1,2,2,ENE 8,,,,31.175,57.5,4.01,11.07,0.49,1.48,5.93,63,,"iguanas in area, fish, floating veg, 3 kayakers"
230912-SWP,SWP,Tuesday,Sweeting Park,2023,23-09,,23-09-12,Wet,9/12/2023,9:54 AM,1,2,3,NNE 6,,,,29.335,34.2,2.61,0.21,0.95,1.43,5.68,933,Fail,"veg, bugs on surface"
230919-ABP,ABP,Tuesday,Annie Beck Park,2023,23-09,,23-09-19,Wet,9/19/2023,11:03 AM,1,3,3,NE 9,,,,31.813,69.1,4.67,15,0.56,0.82,3.58,30,,"brown, veg, some fish"
230919-CH,CH,Tuesday,Coontie Hatchee Park,2023,23-09,,23-09-19,Wet,9/19/2023,12:00 PM,1,3,2,ENE 8,,,,32.37,65.8,4.73,1.74,1.51,0.93,3.65,479,Fail,"fish, litter, veg, microplastics, people fishing, dog, boat activity"
230919-CL,CLP,Tuesday,Cooley's Landing,2023,23-09,,23-09-19,Wet,9/19/2023,11:50 AM,1,3,2,ENE 8,,,,31.61,62.1,4.21,14.93,1.28,0.52,2.01,73,Fail,"ducks, very high, murky, boat activity"
230919-LS,LS,Tuesday,Lake Sylvia,2023,23-09,,23-09-19,Wet,9/19/2023,10:45 AM,1,3,5,ENE 8,,,,31.04,88.5,5.5,32.5,6.08,0.08,0.24,10,,"veg, litter, needlefish, clear"
230919-MRD,MRD,Tuesday,Middle River Dock,2023,23-09,,23-09-19,Wet,9/19/2023,10:00 AM,1,3,2,ENE 8,,,,29.716,38.2,2.9,0.38,1.56,2.27,9.71,52,,"lots of poop on dock, smelly, brown h20, feathers"
230919-MRGE,MRGE,Tuesday,Middle River George English,2023,23-09,,23-09-19,Wet,9/19/2023,10:29 AM,1,3,2,ENE 8,,,,31.289,67.4,4.58,15.43,0.29,0.71,3.12,30,,yellow/brown color
230919-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch,2023,23-09,,23-09-19,Wet,9/19/2023,10:49 AM,1,3,2,NE 11,,,,31.174,65,4.26,22.3,1,0.54,2.4,5,,"very dark, boat activity, man fishing"
230919-SBR2,SBR,Tuesday,Sandbar,2023,23-09,,23-09-19,Wet,9/19/2023,11:05 AM,1,3,2,ENE 9,,,,31.41,70.2,4.56,23.67,1.79,0.4,1.51,31,,"veg, trap, murky"
230919-SPB,SP,Tuesday,Sunrise Paddleboards,2023,23-09,,23-09-19,Wet,9/19/2023,10:15 AM,1,3,2,ENE 8,,,,30.791,50.7,3.64,7.22,0.49,1,4.32,52,,"paddleboarders, veg"
230919-SWP,SWP,Tuesday,Sweeting Park,2023,23-09,,23-09-19,Wet,9/19/2023,12:33 PM,2,1,2,E 7,,,,29.7,41.7,3.16,0.19,1.03,1.84,7.3,96,Fail,"litter, ducks, murky"
230926-ABP,ABP,Tuesday,Annie Beck Park,2023,23-09,,23-09-26,Wet,9/26/2023,9:56 AM,1,2,2,ESE 4,,,,29.736,61.4,4.44,8.8,1.35,0.92,3.66,121,Fail,"one guy fishing to left, one guy gutting fish to right, fish in water, some floating veg"
230926-CH,CH,Tuesday,Coontie Hatchee Park,2023,23-09,,23-09-26,Wet,9/26/2023,11:05 AM,2,2,3,SE 8,,,,30.495,62.1,4.64,0.72,1.45,0.98,3.83,74,Fail,"veg, plastic debris, greenish sand"
230926-CLP,CLP,Tuesday,Cooley's Landing,2023,23-09,,23-09-26,Wet,9/26/2023,10:48 AM,1,2,3,SE 8,,,,30.239,63.5,4.75,1.49,1.74,1.07,4.21,52,,"swift/strong current, dark color, lots of little particles"
230926-LS,LS,Tuesday,Lake Sylvia,2023,23-09,,23-09-26,Wet,9/26/2023,10:15 AM,1,2,2,SE 9,,,,30.021,77.5,5.25,19.96,1.04,0.44,1.66,20,,"some bugs, particles on surface, "
230926-MRD,MRD,Tuesday,Middle River Dock,2023,23-09,,23-09-26,Wet,9/26/2023,11:16 AM,2,2,2,E 5,,,,28.808,45.1,3.47,0.26,2.03,1.88,7.52,135,Fail,"some fish, poop on floating dock, bits floating veg, little to no current"
230926-MRGE,MRGE,Tuesday,Middle River George English,2023,23-09,,23-09-26,Wet,9/26/2023,10:44 AM,1,2,5,ESE 5,,,,29.553,60.3,4.46,5.37,1.06,1.06,4.23,84,Fail,"relatively calm, guy kayaking around and loading in and out of kayak"
230926-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch,2023,23-09,,23-09-26,Wet,9/26/2023,10:22 AM,1,2,3,ESE 5,,,,29.905,71.2,4.96,15.13,1.34,1.54,6.15,30,,"some boat traffic, floating veg, different smell in area"
230926-SBR2,SBR,Tuesday,Sandbar,2023,23-09,,23-09-26,Wet,9/26/2023,10:30 AM,1,2,2,SE 9,,,,30.104,70.2,4.88,15.17,1.02,0.44,1.69,52,,"cages are up & open, palm leaf, boat discharge"
230926-SPB,SP,Tuesday,Sunrise Paddleboards,2023,23-09,,23-09-26,Wet,9/26/2023,11:02 AM,1,2,2,ESE 5,,,,29.123,61.2,4.68,0.76,2.05,1.5,6,86,Fail,"biofilm. floating veg, some fish, iguana in area"
230926-SWP,SWP,Tuesday,Sweeting Park,2023,23-09,,23-09-26,Wet,9/26/2023,11:20 AM,2,2,2,SE 8,,,,28.757,55,4.25,0.18,1.7,2.06,8.18,377,Fail,"man fishing, ducks, iguana swimming"
231003-ABP,ABP,Tuesday,Annie Beck Park,2023,23-10,,23-10-03,Wet,10/3/2023,10:58 AM,1,3,2,ENE 15,,,,29.047,57,4.23,6.56,2.26,0.55,2.12,320,Fail,"h20 flowing over seawall, veg, feathers"
231003-CH,CH,Tuesday,Coontie Hatchee Park,2023,23-10,,23-10-03,Wet,10/3/2023,11:20 AM,2,3,3,ENE 14,,,,29.433,54.8,4.17,0.63,1.23,0.85,3.35,218,Fail,"high h2o level, lots of plastic & veg"
231003-MRD,MRD,Tuesday,Middle River Dock,2023,23-10,,23-10-03,Wet,10/3/2023,1:20 PM,1,2,3,NE 13,,,,27.68,47,3.69,0.5,1.36,1.52,6.52,211,Fail,"veg, duck poop, very high"
231003-MRGE,MRGE,Tuesday,Middle River George English,2023,23-10,,23-10-03,Wet,10/3/2023,10:27 AM,1,3,3,ENE 15,,,,28.556,65.3,4.84,8.17,1.05,0.58,2.23,146,Fail,"super high h2o level, brownish, windy"
231003-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch,2023,23-10,,23-10-03,Wet,10/3/2023,10:40 AM,1,3,2,ENE 17,,,,28.763,65.6,4.71,13.46,1.71,0.47,1.78,73,Fail,"leaves, plastic debris, dark"
231003-SPB,SP,Tuesday,Sunrise Paddleboards,2023,23-10,,23-10-03,Wet,10/3/2023,1:43 PM,1,2,3,NE 13,,,,28.71,52.7,3.92,6.96,1.03,0.81,3.55,110,Fail,"very high, construction of seawall"
231003-SWP,SWP,Tuesday,Sweeting Park,2023,23-10,,23-10-03,Wet,10/3/2023,11:39 AM,2,3,2,ENE 14,,,,27.718,40,3.15,0.16,1.35,1.19,4.7,547,Fail,"lots of bugs on surface, veg & plastic, high h2o level"
231004-CLP,CLP,Wednesday,Cooley's Landing,2023,23-10,,23-10-04,Wet,10/4/2023,9:50 PM,1,3,2,NE 10,,,,29.45,52.9,4.02,0.7,0.82,1.37,5.89,84,Fail,"dark, murky, blue-green algae"
231004-LS,LS,Wednesday,Lake Sylvia,2023,23-10,,23-10-04,Wet,10/4/2023,9:18 PM,1,3,4,NE 10,,,,28.44,69.1,4.9,16.33,0.87,0.7,3.07,30,,"dark, murky"
231004-SBR2,SBR,Wednesday,Sandbar,2023,23-10,,23-10-04,Wet,10/4/2023,9:33 PM,1,3,2,NE 10,,,,28.51,56.2,4.2,6.86,0.8,0.94,4.07,41,,"litter, film, dark, murky"
231010-ABP,ABP,Tuesday,Annie Beck Park,2023,23-10,,23-10-10,Wet,10/10/2023,11:47 AM,1,2,2,NE 2,,,,29.993,75.2,5.26,14.22,0.58,0.89,3.85,213,Fail,"barracuda, brown h20, poop on seawall, veg\"
231010-CH,CH,Tuesday,Coontie Hatchee Park,2023,23-10,,23-10-10,Wet,10/10/2023,10:01 AM,1,2,2,NNW 1,,,,30.35,54.9,4.12,0.53,1.62,1.63,6.53,20,,"fish, some boat traffic, high tide, garbage on shore"
231010-CLP,CLP,Tuesday,Cooley's Landing,2023,23-10,,23-10-10,Wet,10/10/2023,9:43 AM,1,2,3,NW 2,,,,30.065,47,3.47,3.85,1.22,1.41,5.66,97,Fail,"high tide, ducks in area, swift currents, floating veg"
231010-LS,LS,Tuesday,Lake Sylvia,2023,23-10,,23-10-10,Wet,10/10/2023,9:00 AM,1,2,2,NNW 2,,,,29.624,77.6,5.29,19.86,1.26,1.2,4.8,10,,"fish, relatively calm, no floating veg, high tide"
231010-MRD,MRD,Tuesday,Middle River Dock,2023,23-10,,23-10-10,Wet,10/10/2023,10:45 AM,1,2,2,NNW 2,,,,28.29,35.8,2.76,1.5,0.65,2.11,9.04,96,Fail,"construction on road, lots of veg, poop on dock"
231010-MRGE,MRGE,Tuesday,Middle River George English,2023,23-10,,23-10-10,Wet,10/10/2023,11:07 AM,1,2,2,N 2,,,,29.646,71.9,5.08,13.19,0.18,1,4.34,30,,"lots of fish, veg, low h20 level"
231010-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch,2023,23-10,,23-10-10,Wet,10/10/2023,11:28 AM,2,2,3,NNE 2,,,,29.466,107.9,7.61,14.19,0.32,3.15,13.42,5,,"wavy, veg"
231010-SBR2,SBR,Tuesday,Sandbar,2023,23-10,,23-10-10,Wet,10/10/2023,9:18 AM,1,2,3,NNW 2,,,,29.173,60.6,4.38,10.65,0.7,1.07,4.28,132,Fail,"fish (big&small), water relatively calm, some garbage on land"
231010-SPB,SP,Tuesday,Sunrise Paddleboards,2023,23-10,,23-10-10,Wet,10/10/2023,10:55 AM,1,2,2,NW 2,,,,29.248,52.9,3.84,9.85,0.32,0.91,3.94,10,,"fish, veg, plastic, people kayaking"
231010-SWP,SWP,Tuesday,Sweeting Park,2023,23-10,,23-10-10,Wet,10/10/2023,10:23 AM,1,2,3,NW 1,,,,27.99,18.1,1.42,0.22,1.09,2.22,8.88,487,Fail,"saw snake in water, iguana swimming to right, floating veg, high tide, insects flying on surface"
231017-ABP,ABP,Tuesday,Annie Beck Park,2023,23-10,,23-10-17,Wet,10/17/2023,9:15 AM,1,3,2,NW 16,,,,28.375,66,4.73,14.72,1.53,0.97,3.9,75,Fail,"lots of fish swimming fast (feeding), bits of floating veg, relatively calm, little to no current"
231017-CH,CH,Tuesday,Coontie Hatchee Park,2023,23-10,,23-10-17,Wet,10/17/2023,11:48 AM,1,2,5,NNW 9,,,,28.828,64.9,4.92,3.08,0.81,0.87,3.41,95,Fail,"stork? fish, brownish color, high h2o level"
231017-CLP,CLP,Tuesday,Cooley's Landing,2023,23-10,,23-10-17,Wet,10/17/2023,11:34 AM,1,1,2,NNW 10,,,,28.303,77.3,5.32,22.03,1.2,0.43,1.63,464,Fail,"tide so high couldnt sample from normal spot, boat activity"
231017-LS,LS,Tuesday,Lake Sylvia,2023,23-10,,23-10-17,Wet,10/17/2023,10:58 AM,1,3,2,NNW 11,,,,26.879,90.2,6.26,24.87,0.61,0.38,1.45,5,,"some fish, high h20 level, particles on surface"
231017-MRD,MRD,Tuesday,Middle River Dock,2023,23-10,,23-10-17,Wet,10/17/2023,10:37 AM,1,3,3,NW 7,,,,24.977,54.6,4.46,2.21,0.98,1.86,7.43,109,Fail,"poop on dock, floating veg, some garbage, breezy"
231017-MRGE,MRGE,Tuesday,Middle River George English,2023,23-10,,23-10-17,Wet,10/17/2023,10:02 AM,1,3,3,NW 7,,,,26.686,80.3,5.77,19.31,2.29,0.83,3.31,52,,"bits of floating veg, windy, bubbles/foam on shore"
231017-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch,2023,23-10,,23-10-17,Wet,10/17/2023,9:46 AM,1,3,3,NW 8,,,,27.778,69.9,4.87,21.76,1.66,0.74,2.97,20,,"bubbles, floating veg, windy, some boat traffic"
231017-SBR2,SBR,Tuesday,Sandbar,2023,23-10,,23-10-17,Wet,10/17/2023,11:11 AM,1,1,3,NNW 11,,,,28.423,77.8,5.36,21.62,0.88,0.43,1.64,10,,"high h2o level (goes over dock/seawall, )"
231017-SPB,SP,Tuesday,Sunrise Paddleboards,2023,23-10,,23-10-17,Wet,10/17/2023,10:18 AM,1,3,2,NNW 8,,,,28.035,62.8,4.51,15.61,1.47,0.81,3.24,20,,"fish, some floating veg, some garbage, relatively calm"
231017-SWP,SWP,Tuesday,Sweeting Park,2023,23-10,,23-10-17,Wet,10/17/2023,12:07 PM,1,2,3,NNW 9,,,,25.808,47.2,3.83,0.4,1.04,2,7.96,197,Fail,"floating veg, very murky, "
231024-ABP,ABP,Tuesday,Annie Beck Park,2023,23-10,,23-10-24,Wet,10/24/2023,12:30 PM,1,3,2,,,,,27.211,93.5,6.85,14.57,9.89,0.55,2.13,41,,"low tide, fish, floating leaves and debris"
231024-CHP,CH,Tuesday,Coontie Hatchee Park,2023,23-10,,23-10-24,Wet,10/24/2023,12:33 PM,1,3,2,NE 15,,,,27.84,76.7,5.98,1.31,0.81,2.21,9.08,95,Fail,"dog, people fishing, trash floating, veg floating"
231024-CLP,CLP,Tuesday,Cooley's Landing,2023,23-10,,23-10-24,Wet,10/24/2023,12:13 PM,2,3,3,NE 15,,,,27.49,66.6,5.21,1.88,0.76,2.25,9.24,63,,"ducks, veg floating"
231024-LS,LS,Tuesday,Lake Sylvia,2023,23-10,,23-10-24,Wet,10/24/2023,1:22 PM,2,3,2,NE 15,,,,27.8,84.1,5.71,26.04,1.99,0.9,3.74,10,,"trash floating, veg floating, people fishing, 3 puffer, school of millet eating algae off seawall"
231024-MRD,MRD,Tuesday,Middle River Dock,2023,23-10,,23-10-24,Wet,10/24/2023,11:40 AM,2,4,3,,,,,26.181,76.8,6.05,4.73,1.22,1.43,5.66,556,Fail,"low tide, floating veg, dark tinted water"
231024-MRGE,MRGE,Tuesday,Middle River George English,2023,23-10,,23-10-24,Wet,10/24/2023,12:02 PM,2,4,4,,,,,27.596,93.1,6.61,18.64,4.52,0.69,2.68,5,,"low tide, floating leaves, clear"
231024-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch,2023,23-10,,23-10-24,Wet,10/24/2023,12:20 PM,1,3,3,,,,,27.062,90,6.41,19.98,0.98,1.21,4.78,31,,"floating veg and debris, people fishing"
231024-SBR2,SBR,Tuesday,Sandbar,2023,23-10,,23-10-24,Wet,10/24/2023,12:57 PM,2,3,2,NE 15,,,,27.98,80.4,5.81,14.42,2.32,1.35,5.58,51,,veg floating
231024-SPB,SP,Tuesday,Sunrise Paddleboards,2023,23-10,,23-10-24,Wet,10/24/2023,11:52 AM,2,4,3,,,,,26.896,80.9,6,12.95,5.83,0.73,2.84,31,,"low tide, floating veg, & debris"
231031-ABP,ABP,Tuesday,Annie Beck Park,2023,23-10,,23-10-31,Wet,10/31/2023,9:17 AM,1,3,5,NW 2,,,,26.753,73.6,5.37,16.74,1.7,1.01,4.03,41,,"some fish, bits floating veg, water is very flat, quiet"
231031-CH,CH,Tuesday,Coontie Hatchee Park,2023,23-10,,23-10-31,Wet,10/31/2023,11:14 AM,1,1,2,NNW 6,,,,26.885,73.6,5.56,10.16,1.22,1.4,6.04,31,,"boat activity, fish, brown, lots of plastic & coconuts"
231031-CLP,CLP,Tuesday,Cooley's Landing,2023,23-10,,23-10-31,Wet,10/31/2023,11:30 AM,1,1,multiple - check and pick one please,NNW 6,,,,26.965,84.6,5.83,26.07,1.38,0.67,2.95,52,,"flooding over wall into street, dark color"
231031-LS,LS,Tuesday,Lake Sylvia,2023,23-10,,23-10-31,Wet,10/31/2023,12:12 PM,1,2,2,N 7,,,,25.584,91.6,6.1,30.43,0.38,0.54,2.4,5,,huge piece of wood tied to dock
231031-MRD,MRD,Tuesday,Middle River Dock,2023,23-10,,23-10-31,Wet,10/31/2023,10:34 AM,1,3,3,NNW 3,,,,26.314,56.2,4.26,10.98,1.48,1.38,5.53,160,Fail,"some floating veg, poop on dock, pretty calm water"
231031-MRGE,MRGE,Tuesday,Middle River George English,2023,23-10,,23-10-31,Wet,10/31/2023,10:02 AM,1,3,4,NNW 3,,,,26.537,77.2,5.5,21.47,1.91,0.71,2.85,10,,"some fish, high tide, floating veg, "
231031-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch,2023,23-10,,23-10-31,Wet,10/31/2023,9:45 AM,1,3,2,NNW 3,,,,26.509,75.9,5.38,22.31,1.58,0.68,2.74,20,,"dead fish, floating veg, garbage, oily film on surface, group of fish splashing around on surface"
231031-SBR2,SBR,Tuesday,Sandbar,2023,23-10,,23-10-31,Wet,10/31/2023,11:52 AM,1,2,2,N 6,,,,27.082,81.7,5.59,27.1,0.76,0.55,2.42,420,Fail,"floating veg, boat discharging h2o, high h2o level"
231031-SPB,SP,Tuesday,Sunrise Paddleboards,2023,23-10,,23-10-31,Wet,10/31/2023,10:17 AM,1,3,3,NNW 3,,,,26.575,71.2,5.13,19.27,1.58,0.6,2.38,10,,"some fish, bits floating veg, relatively high tide, relatively calm"
231031-SWP,SWP,Tuesday,Sweeting Park,2023,23-10,,23-10-31,Wet,10/31/2023,10:53 AM,1,3,3,NNW 6,,,,26.273,53.3,4.23,3.04,0.72,2.79,11.9,591,Fail,"film on surface, veg, brown"
231107-ABP,ABP,Tuesday,Annie Beck Park,2023,23-11,,23-11-07,Dry,11/7/2023,11:47 AM,1,3,2,ENE 10,,,,26.436,85.7,6.08,22.49,0.14,0.83,3.6,31,,"fish, some veg, brown color"
231107-CH,CH,Tuesday,Coontie Hatchee Park,2023,23-11,,23-11-07,Dry,11/7/2023,12:10 PM,1,3,4,,,,,26.182,89.6,7.1,3.71,2.79,1.01,3.99,98,Fail,"birds, high tide, boat activity"
231107-CLP,CLP,Tuesday,Cooley's Landing,2023,23-11,,23-11-07,Dry,11/7/2023,12:00 PM,1,3,4,,,,,25.859,92.3,7.29,5.46,2.65,0.85,3.34,84,Fail,"fish, trash, leaves, dark colored water"
231107-LS,LS,Tuesday,Lake Sylvia,2023,23-11,,23-11-07,Dry,11/7/2023,11:20 AM,1,3,2,,,,,25.644,92.6,6.5,26.89,5.19,0.27,1.01,10,,"clear, floating veg, dark colored water, boats in water"
231107-MRD,MRD,Tuesday,Middle River Dock,2023,23-11,,23-11-07,Dry,11/7/2023,10:40 AM,1,4,2,ENE 9,,,,25.032,57,4.41,11.69,3.08,1.22,5.26,189,Fail,"lots of poop on deck, some veg/leaves"
231107-MRGE,MRGE,Tuesday,Middle River George English,2023,23-11,,23-11-07,Dry,11/7/2023,11:21 AM,1,3,2,ENE 10,,,,26.456,89.7,6.27,25.02,0.44,0.87,3.8,41,,"fishy smell, some veg"
231107-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch,2023,23-11,,23-11-07,Dry,11/7/2023,11:39 AM,1,3,3,ENE 10,,,,25.49,71.3,5,27.64,0.12,0.59,2.59,52,,"reddish brown color, water taxi"
231107-SBR2,SBR,Tuesday,Sandbar,2023,23-11,,23-11-07,Dry,11/7/2023,11:42 AM,1,3,2,,,,,26.3,99.3,7.01,23.57,3.6,0.61,2.35,10,,"clear, fish, floating veg"
231107-SPB,SP,Tuesday,Sunrise Paddleboards,2023,23-11,,23-11-07,Dry,11/7/2023,11:10 AM,1,3,2,ENE 9,,,,25.552,70.5,5.16,19.61,0.74,0.81,3.52,98,Fail,"lots of fish, brown, floating veg"
231107-SWP,SWP,Tuesday,Sweeting Park,2023,23-11,,23-11-07,Dry,11/7/2023,12:28 PM,1,3,3,,,,,25.66,82.9,6.68,2.27,10.51,3.37,13.45,480,Fail,"iguanas, turtle, floating leaves, brown colored water"
231109-LB,,Thursday,Lab Blank,2023,23-11,,23-11-09,Dry,11/9/2023,,,,,,,,,,,,,,,,5,,
231114-ABP,ABP,Tuesday,Annie Beck Park,2023,23-11,,23-11-14,Dry,11/14/2023,12:36 PM,2,2,3,,,,,27.446,93,6.54,20.97,24.37,1,3.94,3609,Fail,"clear, floating veg"
231114-CH,CH,Tuesday,Coontie Hatchee Park,2023,23-11,,23-11-14,Dry,11/14/2023,11:58 AM,2,2,3,E 12,,,,27.176,88.3,6.58,11.36,0.65,3.14,13.39,31,,"2 men fishing, fish, tadpoles? minnows? veg, plastic"
231114-CLP,CLP,Tuesday,Cooley's Landing,2023,23-11,,23-11-14,Dry,11/14/2023,11:43 AM,1,2,3,E 13,,,,27.374,84.1,5.86,22.74,0.54,1.37,5.92,97,Fail,"2 ducks swimming, some floating veg"
231114-LB,,Tuesday,Lab Blank,2023,23-11,,23-11-14,Dry,11/14/2023,,,,,,,,,,,,,,,,5,,
231114-LS,LS,Tuesday,Lake Sylvia,2023,23-11,,23-11-14,Dry,11/14/2023,11:11 AM,2,2,2,E 13,,,,27.568,94.1,6.08,35.88,0.33,0.22,1.05,5,,"driftwood, plastic debris, veg(coconuts,leaves,propagules) jellyfish"
231114-MRD,MRD,Tuesday,Middle River Dock,2023,23-11,,23-11-14,Dry,11/14/2023,11:50 AM,2,2,3,,,,,26.728,60.6,4.56,11.26,5.03,1.44,5.7,327,Fail,"dark colored water, floating veg, iguanas"
231114-MRGE,MRGE,Tuesday,Middle River George English,2023,23-11,,23-11-14,Dry,11/14/2023,12:15 PM,2,2,4,,,,,27.499,84.9,6.01,19.75,0.57,0.75,2.91,31,,"clear, high tide, boat activity"
